2,6,0,1,0,0,32767,1026
3,6,1,0,0,0,32767,1040
4,6,1,0,0,0,32767,1078
5,5,0,0,0,1,32767,1207
6,5,0,0,0,1,32767,1244
6,6,0,1,0,0,32767,1333
7,6,1,0,0,0,32767,1619
7,6,0,1,0,0,32767,1978
8,5,0,0,0,1,11569,2454
9,6,1,0,0,0,32767,2466
9,5,0,0,0,1,11575,2510
10,6,0,1,0,0,32767,2641
11,6,0,1,0,0,32767,2669
12,6,1,0,0,0,12013,2698
13,5,0,0,0,1,12119,2764
14,6,1,0,0,0,12131,2775
15,6,1,0,0,0,12139,2784
15,5,0,0,0,1,12152,2797
16,5,0,0,0,1,12216,2821
17,5,0,0,0,1,12442,2967
17,5,0,0,0,1,12826,3190
18,5,0,0,1,0,12944,3269
19,6,1,0,0,0,32767,3304
19,6,0,1,0,0,32767,3305
20,6,1,0,0,0,12121,3405
21,5,0,0,0,1,32767,3429
22,5,0,0,0,1,32767,3436
23,6,1,0,0,0,32767,3444
23,5,0,0,0,1,12147,3532
24,5,0,0,0,1,32767,3898
25,6,1,0,0,0,32767,3930
26,6,1,0,0,0,32767,3937
26,5,0,0,0,1,32767,4233
27,6,0,1,0,0,17655,1094
28,5,0,0,0,1,17949,1269
29,6,1,0,0,0,17957,1276
30,5,0,0,0,1,17112,1342
31,6,1,0,0,0,32767,1429
32,6,1,0,0,0,32767,1458
33,5,0,0,0,1,17135,1465
34,5,0,0,0,1,32767,1472
35,6,1,0,0,0,32767,1479
36,6,1,0,0,0,32767,1486
37,6,1,0,0,0,17144,1524
38,5,0,0,0,1,32767,1908
39,6,1,0,0,0,32767,1915
40,5,0,0,0,1,32767,1924
41,5,0,0,0,1,32767,1933
42,5,0,0,0,1,17213,1943
43,6,1,0,0,0,32767,1950
44,6,1,0,0,0,32767,1959
45,5,0,0,0,1,32767,1969
46,6,1,0,0,0,17253,6
47,6,1,0,0,0,32767,13
48,5,0,0,0,1,32767,20
49,5,0,0,0,1,32767,29
50,5,0,0,0,1,32767,36
51,6,1,0,0,0,32767,43
52,6,1,0,0,0,32767,51
53,5,0,0,0,1,32767,61
54,6,1,0,0,0,32767,99
55,6,1,0,0,0,32767,105
56,5,0,0,0,1,17272,124
57,6,1,0,0,0,32767,217
58,5,0,0,0,1,32767,225
59,5,0,0,0,1,32767,284
60,5,0,0,0,1,32767,293
61,6,1,0,0,0,32767,360
62,5,0,0,0,1,17315,367
