2,0
3,1
4,1
5,0
6,0
6,0
7,1
7,1
8,0
9,1
9,1
10,0
11,0
12,1
13,0
14,1
15,1
15,1
16,0
17,0
17,0
18,0
19,1
19,1
20,1
21,0
22,0
23,1
23,1
24,0
25,1
26,1
26,1
27,0
28,0
29,1
30,0
31,1
32,1
33,0
34,0
35,1
36,1
37,1
38,0
39,1
40,0
41,0
42,0
43,1
44,1
45,0
46,1
47,1
48,0
49,0
50,0
51,1
52,1
53,0
54,1
55,1
56,0
57,1
58,0
59,0
60,0
61,1
62,0
