1,8,1,0,0,0
2,8,1,0,0,0
3,8,1,0,0,0
4,7,0,0,0,1
5,8,1,0,0,0
6,7,0,0,1,0
7,7,0,0,0,1
8,8,1,0,0,0
9,8,1,0,0,0
10,8,1,0,0,0
11,7,0,0,1,0
12,8,1,0,0,0
13,7,0,0,1,0
14,7,0,0,1,0
15,8,1,0,0,0
16,8,1,0,0,0
17,7,0,0,1,0
18,8,1,0,0,0
19,7,0,0,1,0
20,7,0,0,1,0
21,7,0,0,1,0
22,8,0,1,0,0
23,8,1,0,0,0
24,7,0,0,1,0
25,8,1,0,0,0
26,7,0,0,1,0
27,8,1,0,0,0
28,7,0,0,1,0
29,8,1,0,0,0
30,7,0,0,1,0
31,7,0,0,1,0
32,8,1,0,0,0
33,8,1,0,0,0
34,8,1,0,0,0
35,8,1,0,0,0
36,7,0,0,1,0
37,7,0,0,1,0
38,8,1,0,0,0
39,8,1,0,0,0
40,7,0,0,1,0
41,8,1,0,0,0
42,7,0,0,0,1
43,7,0,0,1,0
44,7,0,0,1,0
45,8,1,0,0,0
46,8,1,0,0,0
47,7,0,0,1,0
48,7,0,0,1,0
49,8,1,0,0,0
50,8,1,0,0,0
51,8,1,0,0,0
52,7,0,0,1,0
53,7,0,0,1,0
54,7,0,0,1,0
55,7,0,0,0,1
56,8,1,0,0,0
57,8,1,0,0,0
58,7,0,0,1,0
59,8,1,0,0,0
60,8,1,0,0,0
61,8,0,1,0,0
62,7,0,0,1,0
63,7,0,0,0,1
64,8,1,0,0,0
65,8,1,0,0,0
66,7,0,0,1,0
67,7,0,0,1,0
68,8,1,0,0,0
69,7,0,0,1,0
70,8,1,0,0,0
71,8,1,0,0,0
72,8,1,0,0,0
73,7,0,0,1,0
74,8,1,0,0,0
75,7,0,0,1,0
76,7,0,0,0,1
77,8,1,0,0,0
78,8,1,0,0,0
79,7,0,0,1,0
80,7,0,0,0,1
81,8,1,0,0,0
82,7,0,0,0,1
83,7,0,0,1,0
84,8,1,0,0,0
85,8,1,0,0,0
86,7,0,0,0,1
87,8,1,0,0,0
88,7,0,0,0,1
89,8,1,0,0,0
90,7,0,0,1,0
91,8,1,0,0,0
92,8,1,0,0,0
93,7,0,0,1,0
94,8,1,0,0,0
95,8,1,0,0,0
96,7,0,0,1,0
97,8,1,0,0,0
98,7,0,0,1,0
99,7,0,0,1,0
100,7,0,0,0,1
101,8,1,0,0,0
102,8,1,0,0,0
103,7,0,0,0,1
104,7,0,0,0,1
105,8,1,0,0,0
106,8,1,0,0,0
107,7,0,0,0,1
108,8,1,0,0,0
109,8,1,0,0,0
110,7,0,0,1,0
111,7,0,0,1,0
112,7,0,0,0,1
113,8,1,0,0,0
114,8,1,0,0,0
115,7,0,0,0,1
116,8,1,0,0,0
117,7,0,0,1,0
118,8,1,0,0,0
119,8,1,0,0,0
120,7,0,0,0,1
121,7,0,0,1,0
122,8,1,0,0,0
123,8,1,0,0,0
124,7,0,0,0,1
125,8,1,0,0,0
126,7,0,0,0,1
127,7,0,0,0,1
128,7,0,0,1,0
129,8,1,0,0,0
130,7,0,0,0,1
131,8,1,0,0,0
132,7,0,0,0,1
133,8,1,0,0,0
134,8,1,0,0,0
135,7,0,0,1,0
136,8,1,0,0,0
137,7,0,0,0,1
138,8,1,0,0,0
139,8,1,0,0,0
140,7,0,0,1,0
141,8,1,0,0,0
142,7,0,0,0,1
143,7,0,0,0,1
144,8,1,0,0,0
145,8,1,0,0,0
146,7,0,0,0,1
147,7,0,0,0,1
148,8,1,0,0,0
149,8,1,0,0,0
150,7,0,0,0,1
151,8,1,0,0,0
152,8,1,0,0,0
153,7,0,0,0,1
154,7,0,0,0,1
155,8,1,0,0,0
156,8,1,0,0,0
157,8,1,0,0,0
158,8,1,0,0,0
159,7,0,0,0,1
160,7,0,0,1,0
161,8,1,0,0,0
162,7,0,0,1,0
163,8,1,0,0,0
164,8,1,0,0,0
165,7,0,0,1,0
166,8,1,0,0,0
167,7,0,0,0,1
168,7,0,0,0,1
169,8,1,0,0,0
170,7,0,0,0,1
171,7,0,0,1,0
172,8,1,0,0,0
173,7,0,0,0,1
174,8,1,0,0,0
175,8,1,0,0,0
176,8,1,0,0,0
177,7,0,0,0,1
178,7,0,0,1,0
179,8,1,0,0,0
180,8,1,0,0,0
181,7,0,0,0,1
182,8,1,0,0,0
183,8,1,0,0,0
184,7,0,0,0,1
185,7,0,0,0,1
186,8,1,0,0,0
187,8,1,0,0,0
188,8,1,0,0,0
189,7,0,0,0,1
190,7,0,0,0,1
191,7,0,0,0,1
192,8,1,0,0,0
193,8,1,0,0,0
194,8,1,0,0,0
195,8,1,0,0,0
196,7,0,0,0,1
197,7,0,0,0,1
198,7,0,0,0,1
199,7,0,0,1,0
200,8,1,0,0,0
201,7,0,0,0,1
202,7,0,0,0,1
203,8,1,0,0,0
204,8,1,0,0,0
205,8,1,0,0,0
206,7,0,0,0,1
207,7,0,0,0,1
208,7,0,0,1,0
209,8,1,0,0,0
210,7,0,0,0,1
211,8,1,0,0,0
212,7,0,0,0,1
213,8,1,0,0,0
214,7,0,0,0,1
215,7,0,0,0,1
216,8,1,0,0,0
217,7,0,0,0,1
218,7,0,0,1,0
219,8,1,0,0,0
220,8,1,0,0,0
221,8,1,0,0,0
222,7,0,0,1,0
223,8,1,0,0,0
224,7,0,0,0,1
225,7,0,0,1,0
226,8,1,0,0,0
227,8,1,0,0,0
228,8,1,0,0,0
229,8,1,0,0,0
230,7,0,0,0,1
231,7,0,0,0,1
232,7,0,0,0,1
233,7,0,0,0,1
234,8,1,0,0,0
235,7,0,0,0,1
236,7,0,0,0,1
237,8,1,0,0,0
238,8,1,0,0,0
239,8,1,0,0,0
240,7,0,0,0,1
241,7,0,0,0,1
242,8,1,0,0,0
243,8,1,0,0,0
244,7,0,0,0,1
245,8,1,0,0,0
246,7,0,0,0,1
247,8,1,0,0,0
248,7,0,0,0,1
249,7,0,0,0,1
250,7,0,0,0,1
251,8,1,0,0,0
252,7,0,0,1,0
253,8,1,0,0,0
254,8,1,0,0,0
255,7,0,0,0,1
256,7,0,0,0,1
257,8,1,0,0,0
258,8,1,0,0,0
259,8,1,0,0,0
260,7,0,0,0,1
261,7,0,0,0,1
262,8,1,0,0,0
263,7,0,0,0,1
264,8,1,0,0,0
265,7,0,0,0,1
266,8,1,0,0,0
267,7,0,0,1,0
268,7,0,0,1,0
269,8,1,0,0,0
270,8,1,0,0,0
271,8,1,0,0,0
272,7,0,0,0,1
273,8,1,0,0,0
274,8,1,0,0,0
275,7,0,0,0,1
276,7,0,0,0,1
277,8,1,0,0,0
278,8,1,0,0,0
279,7,0,0,1,0
280,7,0,0,0,1
281,8,1,0,0,0
282,8,1,0,0,0
283,7,0,0,0,1
284,8,1,0,0,0
285,7,0,0,0,1
286,7,0,0,0,1
287,8,1,0,0,0
288,7,0,0,0,1
289,8,1,0,0,0
290,8,1,0,0,0
291,7,0,0,0,1
292,7,0,0,1,0
293,8,1,0,0,0
294,8,1,0,0,0
295,7,0,0,0,1
296,7,0,0,0,1
297,8,1,0,0,0
298,8,1,0,0,0
299,7,0,0,0,1
300,8,1,0,0,0
301,7,0,0,0,1
302,8,1,0,0,0
303,8,0,1,0,0
304,7,0,0,0,1
305,7,0,0,0,1
306,7,0,0,0,1
307,8,1,0,0,0
308,8,1,0,0,0
309,8,1,0,0,0
310,7,0,0,0,1
311,8,1,0,0,0
312,7,0,0,0,1
313,8,1,0,0,0
314,7,0,0,0,1
315,7,0,0,0,1
316,7,0,0,0,1
317,8,1,0,0,0
318,7,0,0,0,1
319,8,1,0,0,0
320,7,0,0,0,1
321,8,1,0,0,0
322,7,0,0,0,1
323,8,1,0,0,0
324,7,0,0,0,1
325,7,0,0,1,0
326,8,1,0,0,0
327,8,1,0,0,0
328,7,0,0,1,0
329,7,0,0,0,1
330,7,0,0,1,0
331,8,1,0,0,0
332,8,1,0,0,0
333,7,0,0,0,1
334,7,0,0,0,1
335,8,1,0,0,0
336,8,1,0,0,0
337,7,0,0,0,1
338,7,0,0,0,1
339,8,1,0,0,0
340,8,1,0,0,0
341,7,0,0,1,0
342,7,0,0,0,1
343,8,1,0,0,0
344,8,1,0,0,0
345,8,1,0,0,0
346,7,0,0,0,1
347,8,1,0,0,0
348,7,0,0,0,1
349,7,0,0,0,1
350,7,0,0,0,1
351,8,1,0,0,0
352,8,1,0,0,0
353,7,0,0,1,0
354,8,1,0,0,0
355,8,1,0,0,0
356,8,1,0,0,0
357,7,0,0,0,1
358,8,1,0,0,0
359,7,0,0,0,1
360,7,0,0,0,1
361,8,1,0,0,0
362,8,1,0,0,0
363,7,0,0,0,1
364,8,1,0,0,0
365,8,1,0,0,0
366,7,0,0,0,1
367,7,0,0,1,0
368,8,1,0,0,0
369,7,0,0,1,0
370,8,1,0,0,0
371,7,0,0,1,0
372,7,0,0,1,0
373,8,1,0,0,0
374,8,1,0,0,0
375,8,1,0,0,0
376,7,0,0,1,0
377,7,0,0,0,1
378,8,1,0,0,0
379,8,1,0,0,0
380,7,0,0,0,1
381,8,1,0,0,0
382,7,0,0,1,0
383,7,0,0,1,0
384,7,0,0,1,0
385,8,1,0,0,0
386,8,1,0,0,0
387,7,0,0,1,0
388,8,1,0,0,0
389,7,0,0,0,1
390,7,0,0,1,0
391,8,1,0,0,0
392,8,1,0,0,0
393,8,1,0,0,0
394,7,0,0,0,1
395,7,0,0,1,0
396,7,0,0,1,0
397,8,1,0,0,0
398,8,1,0,0,0
399,8,1,0,0,0
400,8,1,0,0,0
401,7,0,0,0,1
402,7,0,0,1,0
403,7,0,0,1,0
404,8,1,0,0,0
405,7,0,0,1,0
406,8,1,0,0,0
407,7,0,0,1,0
408,8,1,0,0,0
409,7,0,0,0,1
410,8,1,0,0,0
411,8,1,0,0,0
412,7,0,0,1,0
413,7,0,0,0,1
414,8,1,0,0,0
415,8,1,0,0,0
416,7,0,0,1,0
417,7,0,0,1,0
418,8,1,0,0,0
419,8,1,0,0,0
420,7,0,0,0,1
421,8,1,0,0,0
422,8,1,0,0,0
423,7,0,0,1,0
424,8,1,0,0,0
425,8,1,0,0,0
426,7,0,0,0,1
427,7,0,0,0,1
428,8,1,0,0,0
429,8,1,0,0,0
430,8,1,0,0,0
431,7,0,0,0,1
432,7,0,0,0,1
433,8,1,0,0,0
434,7,0,0,0,1
435,8,1,0,0,0
436,8,1,0,0,0
437,8,1,0,0,0
438,7,0,0,0,1
439,7,0,0,0,1
440,8,1,0,0,0
441,7,0,0,1,0
442,8,1,0,0,0
443,7,0,0,0,1
444,7,0,0,0,1
445,8,1,0,0,0
446,7,0,0,0,1
447,7,0,0,0,1
448,8,1,0,0,0
449,8,1,0,0,0
450,7,0,0,0,1
451,7,0,0,0,1
452,7,0,0,0,1
453,8,1,0,0,0
454,7,0,0,1,0
455,8,1,0,0,0
456,8,1,0,0,0
457,7,0,0,0,1
458,8,1,0,0,0
459,8,1,0,0,0
460,7,0,0,0,1
461,7,0,0,1,0
462,8,1,0,0,0
463,8,1,0,0,0
464,7,0,0,0,1
465,8,1,0,0,0
466,7,0,0,1,0
467,8,1,0,0,0
468,8,1,0,0,0
469,8,1,0,0,0
470,7,0,0,0,1
471,7,0,0,1,0
472,8,1,0,0,0
473,8,1,0,0,0
474,7,0,0,1,0
475,7,0,0,0,1
476,7,0,0,1,0
477,8,1,0,0,0
478,8,1,0,0,0
479,7,0,0,1,0
480,7,0,0,1,0
481,8,1,0,0,0
482,8,1,0,0,0
483,7,0,0,0,1
484,7,0,0,0,1
485,8,1,0,0,0
486,7,0,0,1,0
487,7,0,0,0,1
488,7,0,0,0,1
489,8,1,0,0,0
490,7,0,0,0,1
491,8,1,0,0,0
492,7,0,0,0,1
493,7,0,0,0,1
494,8,1,0,0,0
495,8,1,0,0,0
496,7,0,0,1,0
497,8,1,0,0,0
498,7,0,0,0,1
499,7,0,0,0,1
500,8,1,0,0,0
501,8,1,0,0,0
502,7,0,0,0,1
503,7,0,0,1,0
504,8,1,0,0,0
505,8,1,0,0,0
506,7,0,0,0,1
507,7,0,0,0,1
508,8,1,0,0,0
509,8,1,0,0,0
510,7,0,0,0,1
511,8,1,0,0,0
512,7,0,0,0,1
513,8,1,0,0,0
514,8,1,0,0,0
515,8,1,0,0,0
516,7,0,0,0,1
517,7,0,0,0,1
518,8,1,0,0,0
519,7,0,0,0,1
520,8,1,0,0,0
521,8,1,0,0,0
522,7,0,0,1,0
523,7,0,0,1,0
524,8,1,0,0,0
525,7,0,0,1,0
526,7,0,0,1,0
527,8,1,0,0,0
528,8,1,0,0,0
529,8,1,0,0,0
530,7,0,0,0,1
531,7,0,0,0,1
532,8,1,0,0,0
533,7,0,0,0,1
534,8,1,0,0,0
535,8,1,0,0,0
536,7,0,0,1,0
537,7,0,0,0,1
538,7,0,0,1,0
539,8,1,0,0,0
540,7,0,0,0,1
541,8,1,0,0,0
542,8,1,0,0,0
543,8,1,0,0,0
544,7,0,0,1,0
545,7,0,0,0,1
546,8,1,0,0,0
547,7,0,0,1,0
548,8,1,0,0,0
549,7,0,0,1,0
550,7,0,0,1,0
551,8,1,0,0,0
552,8,1,0,0,0
553,7,0,0,1,0
554,8,1,0,0,0
555,7,0,0,1,0
556,7,0,0,1,0
557,7,0,0,0,1
558,8,1,0,0,0
559,7,0,0,0,1
560,8,1,0,0,0
561,7,0,0,0,1
562,7,0,0,0,1
563,8,1,0,0,0
564,7,0,0,0,1
565,7,0,0,0,1
566,8,1,0,0,0
567,8,1,0,0,0
568,7,0,0,1,0
569,8,1,0,0,0
570,7,0,0,1,0
571,8,1,0,0,0
572,8,1,0,0,0
573,7,0,0,0,1
574,8,1,0,0,0
575,8,1,0,0,0
576,8,1,0,0,0
577,7,0,0,0,1
578,7,0,0,0,1
579,8,1,0,0,0
580,8,1,0,0,0
581,7,0,0,0,1
582,7,0,0,1,0
583,8,1,0,0,0
584,8,1,0,0,0
585,7,0,0,1,0
586,7,0,0,1,0
587,7,0,0,1,0
588,8,1,0,0,0
589,8,1,0,0,0
590,7,0,0,1,0
591,7,0,0,1,0
