2,5,0,0,0,1,32767,1061
3,6,0,1,0,0,32767,1068
4,5,0,0,0,1,32767,1074
5,6,0,1,0,0,32767,1130
5,5,0,0,0,1,32767,1280
6,6,0,1,0,0,32767,5786
7,5,0,0,0,1,32767,5793
8,6,0,1,0,0,32767,9599
8,5,0,0,0,1,32767,10009
9,6,0,1,0,0,21549,10555
9,6,0,1,0,0,21624,10590
10,5,0,0,0,1,32767,15985
11,6,0,1,0,0,22394,16149
12,6,0,1,0,0,32767,17059
13,5,0,0,0,1,32767,17075
14,5,0,0,0,1,22567,17172
15,6,0,1,0,0,32767,17180
16,6,0,1,0,0,32767,17186
17,5,0,0,0,1,32767,17213
18,5,0,0,0,1,32767,17266
19,6,0,1,0,0,23116,17482
20,6,0,1,0,0,23124,17490
21,5,0,0,0,1,23212,17537
22,6,0,1,0,0,23322,17608
23,5,0,0,0,1,23342,17628
24,6,0,1,0,0,2359,17715
25,5,0,0,0,1,23516,17721
26,5,0,0,0,1,32767,18328
27,6,0,1,0,0,32767,18362
28,6,0,1,0,0,32767,18394
29,6,0,1,0,0,32767,18800
29,6,0,1,0,0,32767,18815
30,5,0,0,0,1,32767,19729
31,5,0,0,0,1,32767,19922
31,6,0,1,0,0,8,21014
32,6,0,1,0,0,1119,24684
32,5,0,0,0,1,141,24847
33,6,0,1,0,0,11321,25406
33,5,0,0,0,1,11335,25421
34,5,0,0,0,1,11915,14
35,5,0,0,0,1,11944,42
35,6,0,1,0,0,1201,60
36,6,0,1,0,0,12329,53
37,5,0,0,0,1,12335,59
38,6,1,0,0,0,12345,69
38,6,0,1,0,0,12353,76
39,6,1,0,0,0,1294,388
40,5,0,0,1,0,12913,397
41,5,0,0,0,1,12921,404
42,6,1,0,0,0,12928,412
43,6,1,0,0,0,12936,419
44,5,0,0,0,1,12944,428
45,5,0,0,0,1,12958,442
46,6,1,0,0,0,13040,484
47,6,1,0,0,0,13048,492
48,5,0,0,0,1,1312,506
49,5,0,0,0,1,13110,513
50,6,1,0,0,0,13117,520
51,6,1,0,0,0,13123,527
52,6,1,0,0,0,13129,533
53,5,0,0,0,1,13136,539
54,5,0,0,0,1,13142,546
55,6,0,1,0,0,13151,555
56,5,0,0,0,1,13159,562
57,5,0,0,0,1,1325,569
58,6,0,1,0,0,13212,575
59,6,0,1,0,0,13218,582
60,5,0,0,0,1,13225,588
61,5,0,0,0,1,13241,605
62,6,1,0,0,0,13247,611
