2,5,0,0,0,1,32767,20
3,6,1,0,0,0,1403,27
4,5,0,0,0,1,14013,37
5,6,1,0,0,0,14019,43
6,6,1,0,0,0,14028,52
7,6,1,0,0,0,14043,67
8,5,0,0,0,1,14049,73
9,5,0,0,0,1,14056,80
10,6,1,0,0,0,1412,86
11,5,0,0,0,1,14121,104
12,6,1,0,0,0,14127,111
13,5,0,0,0,1,14142,126
14,5,0,0,0,1,14149,132
15,6,1,0,0,0,14156,140
16,6,1,0,0,0,1423,146
17,6,0,1,0,0,1429,153
18,5,0,0,0,1,14220,164
18,6,0,1,0,0,14228,172
19,6,1,0,0,0,14317,221
20,5,0,0,0,1,14330,234
21,5,0,0,0,1,14337,240
22,5,0,0,0,1,14343,247
22,6,0,1,0,0,14344,248
23,5,0,0,0,1,32767,2417
24,5,0,0,0,1,18547,2652
24,6,0,1,0,0,32767,2988
25,5,0,0,0,1,32767,10014
25,6,0,1,0,0,21544,10549
26,6,0,1,0,0,14,21019
27,5,0,0,0,1,230,21155
27,6,0,1,0,0,5726,24452
28,5,0,0,0,1,1556,24962
29,6,0,1,0,0,1955,25200
29,6,0,1,0,0,11316,25401
30,5,0,0,0,1,11341,25426
30,5,0,0,0,1,11539,25544
31,5,0,0,0,1,11743,25668
32,5,0,0,1,0,15751,2114
32,6,0,1,0,0,1580,2124
33,5,0,0,0,1,21851,3374
34,5,0,0,1,0,21918,3402
35,5,0,0,1,0,21933,3416
36,6,1,0,0,0,21939,3423
37,5,0,0,0,1,21949,3432
38,6,1,0,0,0,2202,3446
39,5,0,0,0,1,2209,3453
39,6,0,1,0,0,22217,3581
40,5,0,0,0,1,2240,3684
41,5,0,0,1,0,22445,3729
42,6,1,0,0,0,22453,3736
43,6,0,1,0,0,2250,3744
44,5,0,0,0,1,2257,3750
45,6,0,1,0,0,22513,3757
46,6,0,1,0,0,22520,3763
47,5,0,0,0,1,22528,3771
48,6,0,1,0,0,22534,3778
49,5,0,0,0,1,22549,3792
49,5,0,0,0,1,22550,3793
50,5,0,0,0,1,2292,3986
51,5,0,0,0,1,22913,3997
52,6,1,0,0,0,22927,4011
53,6,1,0,0,0,22937,4021
54,5,0,0,0,1,22944,4028
55,5,0,0,0,1,22950,4034
56,6,1,0,0,0,22957,4040
57,6,0,1,0,0,2303,4046
58,6,1,0,0,0,2309,4053
59,5,0,0,0,1,23031,4075
60,5,0,0,0,1,23038,4081
61,6,1,0,0,0,23044,4087
62,5,0,0,0,1,23055,4098
63,6,1,0,0,0,2311,4104
64,5,0,0,0,1,2317,4111
65,5,0,0,0,1,23116,4119
66,5,0,0,0,1,23122,4126
67,6,0,1,0,0,23131,4134
68,6,0,1,0,0,23142,4145
69,5,0,0,0,1,23152,4156
69,5,0,0,0,1,23233,4196
70,6,0,1,0,0,23318,4241
71,5,0,0,0,1,23333,4256
72,6,1,0,0,0,23339,4263
73,5,0,0,0,1,23348,4272
73,6,0,1,0,0,23349,4273
74,5,0,0,0,1,32147,7151
75,6,1,0,0,0,3226,7170
76,6,1,0,0,0,32213,7176
77,5,0,0,0,1,32222,7185
78,6,1,0,0,0,32228,7192
79,5,0,0,0,1,32238,7201
80,5,0,0,1,0,32254,7217
81,6,1,0,0,0,3230,7224
82,6,0,1,0,0,3238,7231
83,6,1,0,0,0,32314,7238
84,5,0,0,0,1,32331,7255
85,5,0,0,0,1,32342,7265
85,6,0,1,0,0,3247,7290
86,5,0,0,1,0,32767,7552
87,6,1,0,0,0,32767,7561
88,6,1,0,0,0,32767,7567
89,5,0,0,0,1,32767,7576
90,6,1,0,0,0,3291,7584
91,5,0,0,0,1,3297,7591
92,6,1,0,0,0,32767,7602
93,6,1,0,0,0,32767,7610
94,5,0,0,0,1,32767,7618
94,5,0,0,0,1,32767,7619
95,6,0,1,0,0,32767,8113
96,5,0,0,0,1,32767,8122
97,5,0,0,0,1,3385,8128
98,6,0,1,0,0,32767,8135
99,6,0,1,0,0,32767,8141
100,6,0,1,0,0,32767,8149
101,6,0,1,0,0,32767,8157
101,5,0,0,0,1,32767,8158
102,5,0,0,0,1,32767,8207
103,5,0,0,0,1,32767,8213
104,6,0,1,0,0,32767,8224
105,6,0,1,0,0,32767,8233
106,5,0,0,0,1,32767,8239
107,5,0,0,0,1,3402,8245
108,6,0,1,0,0,3409,8253
109,6,1,0,0,0,32767,8260
110,6,0,1,0,0,32767,8266
